,z_address,sales_price,sales_date,Lot_size,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,age,build_gen,zestimate,zindexvalue,zipcode,full_bath,other_bath,is_studio
9571,21-23 Oakwood St,1581000,12/21/2012,3485,4.0,6.0,2726.0,12/21/2012,1581000.0,37.761081,-122.424777,Mission,14.0,MultiFamily2To4,34.0,11.0,2120460.0,1167700,94110.0,4.0,0.0,0
9572,197 Gladstone Dr,420000,12/21/2012,2921,1.0,2.0,864.0,12/21/2012,420000.0,37.72926,-122.42371599999998,Excelsior,4.0,MultiFamily2To4,70.0,8.0,718884.0,757400,94112.0,1.0,0.0,0
9573,8 Fountain St,716500,12/21/2012,0,1.0,2.0,725.0,08/25/2014,799000.0,37.750572,-122.441925,Noe Valley,4.0,Condominium,88.0,6.0,890393.0,1751900,94114.0,1.0,0.0,0
9574,10 Fountain St,776000,12/21/2012,0,1.0,2.0,747.0,08/22/2014,899000.0,37.750625,-122.44172900000001,Noe Valley,4.0,Condominium,88.0,6.0,914773.0,1751900,94114.0,1.0,0.0,0
9575,4317 25th St,1010000,12/21/2012,871,2.0,3.0,1500.0,12/21/2012,1010000.0,37.74929,-122.43658400000001,Noe Valley,6.0,Condominium,46.0,10.0,1737352.0,1751900,94114.0,2.0,0.0,0
9576,323 Parnassus Ave,749000,12/21/2012,832,1.0,2.0,1064.0,12/21/2012,749000.0,37.763999,-122.455064,Parnassus - Ashbury,4.0,Condominium,104.0,4.0,990596.0,2111800,94117.0,1.0,0.0,0
9577,595 12th Ave APT 2,320000,12/21/2012,3325,1.0,0.0,447.0,12/21/2012,320000.0,37.777174,-122.47063100000001,Inner Richmond,2.0,Condominium,86.0,6.0,686508.0,1679000,94118.0,1.0,0.0,1
9578,3310 California St,841000,12/21/2012,3087,1.0,2.0,701.0,12/21/2012,841000.0,37.787189,-122.449025,Presidio Heights,4.0,Condominium,112.0,4.0,814108.0,5244900,94118.0,1.0,0.0,0
9579,107 3rd Ave,1525000,12/21/2012,2247,5.0,5.0,2814.0,12/21/2012,1525000.0,37.786594,-122.461739,Lake,14.0,MultiFamily2To4,36.0,11.0,3622231.0,2202400,94118.0,5.0,0.0,0
9580,339 31st Ave,1080000,12/21/2012,3275,1.0,4.0,2532.0,03/12/2014,2988000.0,37.782792,-122.491708,Central Richmond,8.0,SingleFamily,102.0,5.0,3628953.0,1480400,94121.0,1.0,0.0,0
9581,3619-3621 Lincoln Way,670000,12/21/2012,2495,2.0,4.0,2000.0,12/21/2012,670000.0,37.764309999999995,-122.496932,Outer Sunset,8.0,Duplex,67.0,8.0,1354738.0,1030300,94122.0,2.0,0.0,0
9582,1883 14th Ave,1735000,12/21/2012,5784,2.5,5.0,2814.0,12/21/2012,1735000.0,37.752678,-122.471304,Golden Gate Heights,9.0,SingleFamily,50.0,10.0,2315661.0,1449000,94122.0,2.0,0.5,0
9583,306 Thornton Ave,370000,12/21/2012,1659,4.0,3.0,1000.0,09/23/2013,498000.0,37.73117,-122.394718,Bayview,6.0,SingleFamily,89.0,6.0,657070.0,719000,94124.0,4.0,0.0,0
9584,559 Monterey Blvd,700000,12/21/2012,2809,1.0,2.0,1424.0,12/21/2012,700000.0,37.731256,-122.44793999999999,Sunnyside,7.0,SingleFamily,67.0,8.0,1043944.0,1030800,94127.0,1.0,0.0,0
9585,136 Molimo Dr,710000,12/21/2012,2862,1.5,3.0,1097.0,12/21/2012,710000.0,37.737589,-122.448329,Miraloma Park,5.0,SingleFamily,58.0,9.0,1110734.0,1227600,94127.0,1.0,0.5,0
9586,658 Rockdale Dr,832000,12/21/2012,3310,1.0,2.0,1150.0,12/21/2012,832000.0,37.741115,-122.450376,Miraloma Park,5.0,SingleFamily,82.0,7.0,1093341.0,1227600,94127.0,1.0,0.0,0
9588,2614 Diamond St,1060000,12/21/2012,2500,1.0,2.0,1276.0,12/21/2012,1060000.0,37.736948,-122.434877,Glen Park,5.0,SingleFamily,112.0,4.0,1865158.0,1628900,94131.0,1.0,0.0,0
9589,462 Ramsell St,450000,12/21/2012,2495,2.0,3.0,1746.0,12/21/2012,450000.0,37.719045,-122.465972,Merced Heights,6.0,SingleFamily,72.0,8.0,1002627.0,883100,94132.0,2.0,0.0,0
9590,222 Monticello St,768000,12/21/2012,2495,2.0,3.0,1288.0,12/21/2012,768000.0,37.718329,-122.47046100000001,Merced Heights,6.0,SingleFamily,48.0,10.0,795084.0,883100,94132.0,2.0,0.0,0
9591,1275 Sloat Blvd,800000,12/21/2012,3458,2.0,3.0,1578.0,12/21/2012,800000.0,37.734029,-122.485786,Lakeshore,6.0,SingleFamily,64.0,8.0,1337280.0,1237900,94132.0,2.0,0.0,0
9592,782 Sweeny St,599000,12/21/2012,2949,1.0,3.0,994.0,12/21/2012,599000.0,37.730628,-122.418939,Portola,5.0,SingleFamily,68.0,8.0,719009.0,891600,94134.0,1.0,0.0,0
9593,79 Alder St,600000,12/21/2012,2500,2.0,3.0,1625.0,12/21/2012,600000.0,37.718284999999995,-122.40496599999999,Visitacion Valley,7.0,SingleFamily,32.0,12.0,688346.0,690400,94134.0,2.0,0.0,0
9594,251-255 Oak St,776000,12/20/2012,1540,1.0,2.0,2970.0,02/26/2013,635500.0,37.774721,-122.423427,Hayes Valley,12.0,MultiFamily2To4,101.0,5.0,1375473.0,1202900,94102.0,1.0,0.0,0
9595,81 Lansing St APT 407,670000,12/20/2012,35284,1.0,1.0,1085.0,10/30/2015,1140000.0,37.78565,-122.39403899999999,South Beach,4.0,Condominium,20.0,13.0,966513.0,1269100,94105.0,1.0,0.0,0
9596,2225 23rd St APT 305,501000,12/20/2012,80150,1.0,2.0,809.0,12/20/2012,501000.0,37.753904999999996,-122.40202,Potrero Hill,4.0,Condominium,23.0,12.0,679017.0,1264000,94107.0,1.0,0.0,0
9597,300 3rd St APT 604,517000,12/20/2012,23522,1.0,1.0,807.0,12/20/2012,517000.0,37.783184000000006,-122.399084,Yerba Buena,3.0,Condominium,22.0,13.0,691239.0,993200,94107.0,1.0,0.0,0
9598,720 York St UNIT 215,399000,12/20/2012,12197,1.0,1.0,557.0,12/20/2012,399000.0,37.759831,-122.409205,Mission,2.0,Condominium,13.0,13.0,748476.0,1167700,94110.0,1.0,0.0,0
9599,100-102 Bache St,400000,12/20/2012,1751,4.0,4.0,2880.0,10/06/2015,220000.0,37.733861,-122.417777,Bernal Heights,9.0,MultiFamily2To4,98.0,5.0,1455542.0,1214400,94110.0,4.0,0.0,0
9600,121 Kingston St,750000,12/20/2012,1908,2.0,3.0,1250.0,12/20/2012,750000.0,37.741723,-122.42185900000001,Bernal Heights,8.0,SingleFamily,112.0,4.0,1307523.0,1214400,94110.0,2.0,0.0,0
9601,442-444 Noe St,1930000,12/20/2012,3123,2.0,4.0,2768.0,12/20/2012,1930000.0,37.761874,-122.43323000000001,Eureka Valley - Dolores Heights - Castro,10.0,SingleFamily,99.0,5.0,3022098.0,1718500,94114.0,2.0,0.0,0
9602,2378 41st Ave,675000,12/20/2012,3000,1.0,3.0,1250.0,12/20/2012,675000.0,37.742445000000004,-122.49896399999999,Outer Parkside,9.0,SingleFamily,58.0,9.0,1077459.0,982900,94116.0,1.0,0.0,0
9603,147 14th Ave,2150000,12/20/2012,3184,3.5,4.0,2606.0,04/12/2013,2425000.0,37.785371999999995,-122.47353600000001,Lake,8.0,SingleFamily,102.0,5.0,3529913.0,2202400,94118.0,3.0,0.5,0
9604,1435 Bay St APT 4,535000,12/20/2012,67954,1.0,1.0,1020.0,12/20/2012,535000.0,37.803209,-122.43062900000001,Marina,3.0,Condominium,86.0,6.0,846986.0,2157700,94123.0,1.0,0.0,0
9605,2349 Green St,1576000,12/20/2012,4143,2.5,3.0,1763.0,12/20/2012,1576000.0,37.795545000000004,-122.4378,Pacific Heights,13.0,Condominium,96.0,5.0,2933312.0,1884400,94123.0,2.0,0.5,0
9606,1772 Vallejo St,6250000,12/20/2012,12535,4.5,5.0,4659.0,12/20/2012,6250000.0,37.796618,-122.42639299999999,Pacific Heights,16.0,SingleFamily,137.0,1.0,8170514.0,1884400,94123.0,4.0,0.5,0
9607,100 Ledyard St,460000,12/20/2012,2273,1.0,2.0,1204.0,05/10/2013,637000.0,37.732244,-122.40113500000001,Silver Terrace,5.0,SingleFamily,71.0,8.0,729357.0,720300,94124.0,1.0,0.0,0
9608,215 Red Rock Way APT 102J,374000,12/20/2012,7325,1.0,1.0,744.0,12/20/2012,374000.0,37.745625,-122.44243999999999,Diamond Heights,3.0,Condominium,40.0,11.0,658050.0,1070100,94131.0,1.0,0.0,0
9609,4318 26th St,1365000,12/20/2012,3420,4.5,4.0,3700.0,04/11/2014,5250000.0,37.748172,-122.43656599999998,Noe Valley,3.0,SingleFamily,110.0,4.0,6164949.0,1751900,94131.0,4.0,0.5,0
9610,43 Varennes St,640000,12/20/2012,0,1.0,2.0,874.0,12/20/2012,640000.0,37.800342,-122.40686000000001,Telegraph Hill,4.0,Condominium,103.0,4.0,1067502.0,1215500,94133.0,1.0,0.0,0
9611,25 Alta St,1378000,12/20/2012,1188,2.0,3.0,1262.0,11/08/2013,1650000.0,37.80148,-122.40378899999999,Telegraph Hill,7.0,SingleFamily,118.0,3.0,1611210.0,1215500,94133.0,2.0,0.0,0
9612,325 Berry St APT 514,625000,12/20/2012,41654,1.0,1.0,853.0,12/20/2012,625000.0,37.773387,-122.39575900000001,South of Market,4.0,MultiFamily2To4,5.0,14.0,928708.0,957300,94158.0,1.0,0.0,0
9613,355 1st St UNIT 2102,1250000,12/19/2012,38571,2.0,2.0,1622.0,04/24/2015,1915000.0,37.787031,-122.39364199999999,South Beach,5.0,Condominium,11.0,14.0,2033725.0,1269100,94105.0,2.0,0.0,0
9614,260 King St UNIT 465,550000,12/19/2012,213232,2.0,2.0,1654.0,12/19/2012,550000.0,37.777640999999996,-122.393417,South of Market,4.0,MultiFamily2To4,8.0,14.0,1605137.0,957300,94107.0,2.0,0.0,0
9615,555 4th St UNIT 603,755000,12/19/2012,63237,2.0,2.0,981.0,12/19/2012,755000.0,37.779422,-122.39671200000001,South of Market,5.0,Condominium,6.0,14.0,1173512.0,957300,94107.0,2.0,0.0,0
9616,889 N Point St APT 1,600000,12/19/2012,1825,2.0,2.0,1085.0,12/19/2012,600000.0,37.805381,-122.421623,Russian Hill,5.0,Condominium,3.0,14.0,1395870.0,1608800,94109.0,2.0,0.0,0
9617,316 Rutledge St,1530000,12/19/2012,2495,3.0,3.0,2500.0,12/19/2012,1530000.0,37.745146999999996,-122.409552,Bernal Heights,10.0,SingleFamily,117.0,3.0,2751133.0,1214400,94110.0,3.0,0.0,0
9618,4308 21st St,1300000,12/19/2012,2901,1.5,2.0,1150.0,04/06/2015,2200000.0,37.755478000000004,-122.43914,Eureka Valley - Dolores Heights - Castro,6.0,SingleFamily,122.0,3.0,1726202.0,1718500,94114.0,1.0,0.5,0
9619,3133 Sacramento St,1475000,12/19/2012,3453,2.0,2.0,1587.0,12/19/2012,1475000.0,37.788216999999996,-122.444492,Pacific Heights,5.0,Condominium,124.0,2.0,1858433.0,1884400,94115.0,2.0,0.0,0
9620,2338 California St,2050000,12/19/2012,3381,3.5,3.0,3090.0,12/19/2012,2050000.0,37.789322999999996,-122.432946,Pacific Heights,9.0,SingleFamily,137.0,1.0,4955865.0,1884400,94115.0,3.0,0.5,0
9621,779 8th Ave,340500,12/19/2012,3000,2.0,3.0,2055.0,12/19/2012,340500.0,37.77381,-122.466242,Inner Richmond,8.0,SingleFamily,76.0,7.0,1843841.0,1679000,94118.0,2.0,0.0,0
9622,590 38th Ave,740000,12/19/2012,1916,2.0,3.0,1625.0,12/19/2012,740000.0,37.777791,-122.49831999999999,Outer Richmond,6.0,SingleFamily,73.0,7.0,1198919.0,1187700,94121.0,2.0,0.0,0
9623,1711 43rd Ave,701000,12/19/2012,2060,1.0,2.0,1112.0,12/19/2012,701000.0,37.754681,-122.502563,Outer Sunset,5.0,SingleFamily,65.0,8.0,1391875.0,1030300,94122.0,1.0,0.0,0
9624,457 Valley St,837500,12/19/2012,2848,2.0,4.0,1516.0,12/19/2012,837500.0,37.743911,-122.432387,Noe Valley,7.0,SingleFamily,101.0,5.0,2038887.0,1751900,94131.0,2.0,0.0,0
9625,765 Market St APT 33E,1925000,12/18/2012,60150,2.5,2.0,1455.0,12/18/2012,1925000.0,37.78622,-122.40431000000001,Yerba Buena,5.0,Condominium,11.0,14.0,2720985.0,993200,94103.0,2.0,0.5,0
9626,15 Littlefield Ter,500000,12/18/2012,1324,1.0,3.0,956.0,12/18/2012,500000.0,37.75162,-122.39906,Potrero Hill,5.0,SingleFamily,28.0,12.0,752524.0,1264000,94107.0,1.0,0.0,0
9627,650 Delancey St APT 208,1300000,12/18/2012,3485,2.0,2.0,1572.0,12/18/2012,1300000.0,37.782775,-122.38968600000001,South Beach,5.0,Condominium,16.0,13.0,1961649.0,1269100,94107.0,2.0,0.0,0
9628,1145 Pine St APT 24,325000,12/18/2012,16988,1.0,0.0,390.0,06/19/2013,370000.0,37.790075,-122.41472900000001,Downtown,2.0,Condominium,101.0,5.0,577746.0,795400,94109.0,1.0,0.0,1
9629,3620 19th St APT 7,1189000,12/18/2012,39396,2.5,2.0,1319.0,12/18/2012,1189000.0,37.760635,-122.42436200000002,Mission,6.0,Condominium,4.0,14.0,1557332.0,1167700,94110.0,2.0,0.5,0
9630,1234-1236 Church St,825000,12/18/2012,1873,3.0,0.0,2875.0,12/18/2012,825000.0,37.751152000000005,-122.427653,Noe Valley,10.0,MultiFamily2To4,112.0,4.0,1758064.0,1751900,94114.0,3.0,0.0,1
9632,2320 Lyon St,4990000,12/18/2012,3023,5.0,4.0,3200.0,12/18/2012,4990000.0,37.792268,-122.446092,Pacific Heights,9.0,SingleFamily,84.0,6.0,7484402.0,1884400,94115.0,5.0,0.0,0
9633,2578 30th Ave,776000,12/18/2012,2996,1.0,2.0,1350.0,12/18/2012,776000.0,37.739233,-122.486915,Parkside,7.0,SingleFamily,73.0,7.0,888597.0,1094000,94116.0,1.0,0.0,0
9634,1769 Grove St,825000,12/18/2012,0,1.0,2.0,1216.0,12/18/2012,825000.0,37.774887,-122.4457,North Panhandle,5.0,Condominium,99.0,5.0,1107892.0,1211900,94117.0,1.0,0.0,0
9635,2838 Golden Gate Ave,1050000,12/18/2012,6534,2.0,4.0,2432.0,12/18/2012,1050000.0,37.776614,-122.45738200000001,Lone Mountain,11.0,Condominium,125.0,2.0,1762589.0,1419600,94118.0,2.0,0.0,0
9636,1219 48th Ave,650000,12/18/2012,2996,1.0,2.0,961.0,12/18/2012,650000.0,37.763625,-122.508629,Outer Sunset,5.0,SingleFamily,65.0,8.0,1057118.0,1030300,94122.0,1.0,0.0,0
9637,782-784 Clementina St,865500,12/17/2012,1875,2.0,4.0,1530.0,12/17/2012,865500.0,37.774556,-122.41198700000001,South of Market,8.0,MultiFamily2To4,105.0,4.0,1168537.0,957300,94103.0,2.0,0.0,0
9638,355 1st St UNIT S509,800000,12/17/2012,38571,2.0,2.0,995.0,12/17/2012,800000.0,37.787029,-122.3936,South Beach,4.0,Condominium,8.0,14.0,1287269.0,1269100,94105.0,2.0,0.0,0
9639,260 King St UNIT 267,187500,12/17/2012,213232,1.0,1.0,699.0,12/17/2012,187500.0,37.777640999999996,-122.393417,South of Market,3.0,Condominium,8.0,14.0,724913.0,957300,94107.0,1.0,0.0,0
9640,601 4th St UNIT 327,629000,12/17/2012,5663,1.0,1.0,1173.0,12/17/2012,629000.0,37.778163,-122.395774,South of Market,2.0,Condominium,96.0,5.0,1106501.0,957300,94107.0,1.0,0.0,0
9641,126 Bronte St,510000,12/17/2012,1751,2.0,3.0,1588.0,10/18/2013,1055000.0,37.737771,-122.410486,Bernal Heights,6.0,SingleFamily,63.0,9.0,1387285.0,1214400,94110.0,2.0,0.0,0
9642,69 San Juan Ave,610000,12/17/2012,2722,1.0,3.0,2542.0,12/17/2012,610000.0,37.724329,-122.436479,Mission Terrace,8.0,SingleFamily,98.0,5.0,1118997.0,986000,94112.0,1.0,0.0,0
9643,1949 Oak St,2195000,12/17/2012,3436,4.0,3.0,3093.0,12/17/2012,2195000.0,37.771071,-122.451323,Haight-Ashbury,8.0,SingleFamily,112.0,4.0,2553677.0,1337700,94117.0,4.0,0.0,0
9644,3579 Sacramento St,1435000,12/17/2012,2503,2.0,3.0,1519.0,12/17/2012,1435000.0,37.787372999999995,-122.451528,Presidio Heights,6.0,Condominium,105.0,4.0,1597300.0,5244900,94118.0,2.0,0.0,0
9645,466 Greenwich St # 466,729000,12/17/2012,871,1.0,2.0,950.0,12/17/2012,729000.0,37.802751,-122.40755800000001,Telegraph Hill,4.0,Condominium,88.0,6.0,1074533.0,1215500,94133.0,1.0,0.0,0
9646,360 Guerrero St APT 419,609000,12/14/2012,871,1.0,2.0,935.0,12/14/2012,609000.0,37.765474,-122.42491499999998,Mission,4.0,Condominium,29.0,12.0,865649.0,1167700,94103.0,1.0,0.0,0
9647,608A Missouri St,1007500,12/14/2012,2501,3.5,3.0,1907.0,12/14/2012,1007500.0,37.75865,-122.396475,Potrero Hill,6.0,Condominium,8.0,14.0,2221729.0,1264000,94107.0,3.0,0.5,0
9648,734 Wisconsin St,1025000,12/14/2012,2495,1.0,2.0,1250.0,12/14/2012,1025000.0,37.758089,-122.399328,Potrero Hill,5.0,SingleFamily,73.0,7.0,1624972.0,1264000,94107.0,1.0,0.0,0
9649,1760 Pacific Ave APT 7,1275000,12/14/2012,21344,2.0,3.0,1684.0,12/14/2012,1275000.0,37.794951,-122.424319,Pacific Heights,6.0,Condominium,107.0,4.0,1789665.0,1884400,94109.0,2.0,0.0,0
9650,944 Chestnut St,4980000,12/14/2012,11000,4.0,4.0,9699.0,12/14/2012,4980000.0,37.803356,-122.41891899999999,Russian Hill,13.0,SingleFamily,149.0,0.0,10920606.0,1608800,94109.0,4.0,0.0,0
9651,4255 Folsom St,471000,12/14/2012,1568,2.0,2.0,1539.0,12/14/2012,471000.0,37.73372,-122.41360300000001,Bernal Heights,7.0,SingleFamily,36.0,11.0,1429689.0,1214400,94110.0,2.0,0.0,0
9652,313 Franconia St,980000,12/14/2012,1750,2.0,3.0,1620.0,12/14/2012,980000.0,37.74475,-122.407416,Bernal Heights,7.0,SingleFamily,22.0,13.0,1930689.0,1214400,94110.0,2.0,0.0,0
9653,603 Gates St,1110000,12/14/2012,1751,3.0,3.0,2229.0,12/14/2012,1110000.0,37.73575,-122.414033,Bernal Heights,6.0,SingleFamily,7.0,14.0,1725216.0,1214400,94110.0,3.0,0.0,0
9654,443 Plymouth Ave,440000,12/14/2012,2044,4.0,4.0,1052.0,12/14/2012,440000.0,37.71471,-122.4563,Oceanview,7.0,SingleFamily,75.0,7.0,750998.0,752700,94112.0,4.0,0.0,0
9655,1982 Alemany Blvd,540000,12/14/2012,2034,2.0,4.0,1500.0,12/14/2012,540000.0,37.720696999999994,-122.43952900000001,Mission Terrace,7.0,SingleFamily,74.0,7.0,854266.0,986000,94112.0,2.0,0.0,0
9656,442 Hearst Ave,850000,12/14/2012,2813,2.0,2.0,1150.0,12/14/2012,850000.0,37.730946,-122.44759199999999,Sunnyside,5.0,SingleFamily,86.0,6.0,1047146.0,1030800,94112.0,2.0,0.0,0
9657,49 Seward St # 2,975000,12/14/2012,2848,1.0,2.0,1384.0,12/14/2012,975000.0,37.758168,-122.440398,Eureka Valley - Dolores Heights - Castro,5.0,Condominium,53.0,9.0,1245091.0,1718500,94114.0,1.0,0.0,0
9658,2672-2674 Sacramento St,719500,12/14/2012,2883,3.5,5.0,4142.0,02/01/2013,5000000.0,37.78971,-122.43691899999999,Pacific Heights,9.0,SingleFamily,93.0,6.0,5098674.0,1884400,94115.0,3.0,0.5,0
9659,2211 Broderick St APT 5,910000,12/14/2012,2614,1.0,2.0,1110.0,12/14/2012,910000.0,37.790974,-122.44305800000001,Pacific Heights,5.0,Condominium,97.0,5.0,1183066.0,1884400,94115.0,1.0,0.0,0
9660,3519 Sacramento St,910000,12/14/2012,2614,1.0,3.0,1607.0,12/14/2012,910000.0,37.787475,-122.450625,Presidio Heights,6.0,Condominium,103.0,4.0,1926722.0,5244900,94118.0,1.0,0.0,0
9661,246 11th Ave,1975000,12/14/2012,2996,5.0,5.0,3350.0,01/02/2013,1975000.0,37.783684,-122.46951200000001,Inner Richmond,9.0,SingleFamily,113.0,4.0,2303109.0,1679000,94118.0,5.0,0.0,0
9662,834 30th Ave,790500,12/14/2012,3000,1.5,2.0,1225.0,12/14/2012,790500.0,37.773518,-122.489302,Central Richmond,5.0,SingleFamily,81.0,7.0,1185715.0,1480400,94121.0,1.0,0.5,0
9663,225 Topeka Ave,420000,12/14/2012,2796,1.0,2.0,887.0,12/14/2012,420000.0,37.733043,-122.396974,Silver Terrace,4.0,SingleFamily,65.0,8.0,648248.0,720300,94124.0,1.0,0.0,0
9664,2920 Ingalls St,425000,12/14/2012,1875,1.5,3.0,920.0,12/14/2012,425000.0,37.720801,-122.39175900000001,Bayview,5.0,SingleFamily,69.0,8.0,666611.0,719000,94124.0,1.0,0.5,0
9665,3218 Ingalls St,550500,12/14/2012,2500,4.0,4.0,3054.0,12/14/2012,550500.0,37.718942,-122.39348400000002,Bayview,7.0,SingleFamily,5.0,14.0,1075084.0,719000,94124.0,4.0,0.0,0
9666,67 San Leandro Way,2100000,12/14/2012,5044,2.0,4.0,2236.0,12/14/2012,2100000.0,37.735551,-122.46857800000001,St. Francis Wood,8.0,SingleFamily,90.0,6.0,2376142.0,3009100,94127.0,2.0,0.0,0
9667,380 Monterey Blvd APT 302,138000,12/14/2012,17200,1.0,1.0,647.0,11/05/2013,485000.0,37.731840000000005,-122.443995,Sunnyside,3.0,Condominium,33.0,12.0,595799.0,1030800,94131.0,1.0,0.0,0
9668,2510 Diamond St,1010000,12/14/2012,3092,1.5,3.0,962.0,12/14/2012,1010000.0,37.738657,-122.434854,Glen Park,5.0,SingleFamily,61.0,9.0,1754528.0,1628900,94131.0,1.0,0.5,0
9669,4338 26th St,1745000,12/14/2012,3036,3.0,4.0,2185.0,12/14/2012,1745000.0,37.74815,-122.436935,Noe Valley,9.0,SingleFamily,97.0,5.0,2980705.0,1751900,94131.0,3.0,0.0,0
9670,8400 Oceanview Ter APT 102,410000,12/14/2012,325629,2.0,3.0,1200.0,12/14/2012,410000.0,37.71048,-122.46764499999999,Ingleside Heights,5.0,SingleFamily,10.0,14.0,690478.0,688100,94132.0,2.0,0.0,0
9671,460 Francisco St APT 102,530000,12/14/2012,588,1.0,1.0,585.0,12/14/2012,530000.0,37.80494,-122.41283500000002,North Beach,3.0,Condominium,30.0,12.0,739636.0,1218900,94133.0,1.0,0.0,0
9672,566 Filbert St,1305000,12/14/2012,1437,1.5,3.0,1200.0,12/14/2012,1305000.0,37.801618,-122.40881200000001,Telegraph Hill,5.0,SingleFamily,105.0,4.0,1692202.0,1215500,94133.0,1.0,0.5,0
9673,401 Crescent Ct APT 4103,216000,12/14/2012,114415,1.0,1.0,805.0,12/14/2012,216000.0,37.711177,-122.38806899999999,Bayview,3.0,SingleFamily,5.0,14.0,502393.0,719000,94134.0,1.0,0.0,0
9674,3104 25th St,570000,12/14/2012,0,1.0,2.0,1144.0,12/14/2012,570000.0,37.751073,-122.41194899999999,Mission,5.0,Condominium,88.0,6.0,852210.0,1167700,94110.0,1.0,0.0,0
9675,2513 Pacific Ave,7500000,12/14/2012,3828,5.0,5.0,3960.0,12/14/2012,7500000.0,37.792769,-122.43714299999999,Pacific Heights,12.0,SingleFamily,112.0,4.0,10883690.0,1884400,94115.0,5.0,0.0,0
9676,177 Townsend St UNIT 335,629000,12/13/2012,42969,1.0,1.0,815.0,12/13/2012,629000.0,37.77898,-122.391769,South Beach,3.0,Condominium,5.0,14.0,940384.0,1269100,94107.0,1.0,0.0,0
9677,1483 Sutter St APT 1702,487500,12/13/2012,4356,1.0,1.0,650.0,12/13/2012,487500.0,37.78675,-122.42423500000001,Van Ness - Civic Center,3.0,Condominium,19.0,13.0,734995.0,839200,94109.0,1.0,0.0,0
9678,468 Noe St,1870000,12/13/2012,3123,2.0,3.0,2032.0,12/13/2012,1870000.0,37.761533,-122.4332,Eureka Valley - Dolores Heights - Castro,7.0,SingleFamily,111.0,4.0,3314581.0,1718500,94114.0,2.0,0.0,0
9679,1310 Fillmore St APT 505,579000,12/13/2012,52937,1.0,1.0,827.0,12/13/2012,579000.0,37.781951,-122.431976,Western Addition,5.0,Condominium,5.0,14.0,838072.0,971300,94115.0,1.0,0.0,0
9680,81 Webster St,851000,12/13/2012,1742,1.0,2.0,1365.0,07/17/2014,1150000.0,37.770965000000004,-122.42880500000001,Hayes Valley,5.0,Condominium,114.0,4.0,1262944.0,1202900,94117.0,1.0,0.0,0
9681,93 Carmel St,2050000,12/13/2012,2500,2.5,3.0,2039.0,12/13/2012,2050000.0,37.760644,-122.44863400000001,Parnassus - Ashbury,8.0,SingleFamily,97.0,5.0,2864020.0,2111800,94117.0,2.0,0.5,0
9682,4237 Balboa St,565000,12/13/2012,1999,1.0,1.0,1075.0,12/13/2012,565000.0,37.77517,-122.50439399999999,Outer Richmond,5.0,SingleFamily,72.0,8.0,984750.0,1187700,94121.0,1.0,0.0,0
9683,583 25th Ave,680000,12/13/2012,2515,1.0,1.0,740.0,12/13/2012,680000.0,37.778503,-122.484917,Central Richmond,4.0,SingleFamily,105.0,4.0,876221.0,1480400,94121.0,1.0,0.0,0
9684,345 El Camino Del Mar,2671000,12/13/2012,3001,3.5,4.0,3725.0,12/13/2012,2671000.0,37.787282,-122.48703200000001,Lake,8.0,SingleFamily,90.0,6.0,4442826.0,2202400,94121.0,3.0,0.5,0
9685,1347 15th Ave,900000,12/13/2012,3188,1.0,4.0,1940.0,12/13/2012,900000.0,37.762839,-122.473068,Inner Sunset,7.0,SingleFamily,89.0,6.0,1673439.0,1348400,94122.0,1.0,0.0,0
9686,1990 Green St APT 105,1000000,12/13/2012,6098,2.0,2.0,1385.0,12/13/2012,1000000.0,37.796848,-122.431823,Cow Hollow,5.0,Condominium,86.0,6.0,1953579.0,2134300,94123.0,2.0,0.0,0
9687,1347 Palou Ave,280000,12/13/2012,2495,1.0,2.0,950.0,12/13/2012,280000.0,37.731103999999995,-122.386375,Bayview,5.0,SingleFamily,60.0,9.0,667869.0,719000,94124.0,1.0,0.0,0
9688,41 Newburg St,1100000,12/13/2012,2250,1.0,3.0,1425.0,12/13/2012,1100000.0,37.745928,-122.434049,Noe Valley,6.0,SingleFamily,70.0,8.0,2070737.0,1751900,94131.0,1.0,0.0,0
9689,57 Bemis St,1290000,12/13/2012,4991,3.0,3.0,2540.0,12/13/2012,1290000.0,37.737660999999996,-122.42933799999999,Glen Park,12.0,SingleFamily,109.0,4.0,3186936.0,1628900,94131.0,3.0,0.0,0
9690,119 Girard St,600000,12/13/2012,2247,1.5,3.0,1125.0,12/13/2012,600000.0,37.730734000000005,-122.40571499999999,Portola,4.0,SingleFamily,98.0,5.0,988275.0,891600,94134.0,1.0,0.5,0
9691,3102 25th St,527000,12/13/2012,0,1.0,2.0,1144.0,12/13/2012,527000.0,37.751135999999995,-122.41203300000001,Mission,4.0,Condominium,88.0,6.0,816047.0,1167700,94110.0,1.0,0.0,0
9692,3106 25th St,656000,12/13/2012,0,1.0,3.0,1144.0,12/13/2012,656000.0,37.751072,-122.41197,Mission,6.0,Condominium,88.0,6.0,849435.0,1167700,94110.0,1.0,0.0,0
9694,601 Van Ness Ave APT 602,390000,12/12/2012,871,1.0,1.0,676.0,12/12/2012,390000.0,37.781386,-122.421406,Van Ness - Civic Center,3.0,Condominium,30.0,12.0,589901.0,839200,94102.0,1.0,0.0,0
