,z_address,sales_price,sales_date,Lot_size,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,age,build_gen,zestimate,zindexvalue,zipcode,full_bath,other_bath,is_studio
6274,24 Bennington St,1510000,01/31/2014,2495,2.0,4.0,1750.0,01/31/2014,1510000.0,37.73982,-122.41795400000001,Bernal Heights,9.0,SingleFamily,114.0,4.0,1961519.0,1214400,94110.0,2.0,0.0,0
6275,242 Winding Way,655500,01/31/2014,3454,1.0,3.0,1300.0,01/31/2014,655500.0,37.709590000000006,-122.43560900000001,Crocker Amazon,6.0,SingleFamily,89.0,6.0,932055.0,817600,94112.0,1.0,0.0,0
6276,2267 29th Ave,680000,01/31/2014,2996,1.0,2.0,1190.0,08/01/2014,1390000.0,37.745055,-122.486907,Parkside,5.0,SingleFamily,83.0,7.0,978341.0,1094000,94116.0,1.0,0.0,0
6277,783 22nd Ave,1200000,01/31/2014,2060,3.5,4.0,1780.0,01/31/2014,1200000.0,37.773056,-122.48126699999999,Central Richmond,8.0,SingleFamily,93.0,6.0,1733885.0,1480400,94121.0,3.0,0.5,0
6278,3825 Scott St APT 204,600000,01/31/2014,8700,1.0,1.0,526.0,01/31/2014,600000.0,37.805015999999995,-122.44246499999998,Marina,2.0,Condominium,86.0,6.0,627037.0,2157700,94123.0,1.0,0.0,0
6279,2134 Green St APT 3,999000,01/31/2014,4169,1.0,2.0,1165.0,01/31/2014,999000.0,37.796578000000004,-122.43425,Cow Hollow,6.0,Condominium,110.0,4.0,1059563.0,2134300,94123.0,1.0,0.0,0
6280,2920 Franklin St,1588000,01/31/2014,2188,2.0,2.0,1160.0,05/13/2014,1588000.0,37.801536999999996,-122.425995,Marina,5.0,SingleFamily,92.0,6.0,1859275.0,2157700,94123.0,2.0,0.0,0
6281,5160 Diamond Heights Blvd APT 102C,475000,01/31/2014,7219,1.0,1.0,744.0,01/31/2014,475000.0,37.745901,-122.440473,Diamond Heights,3.0,Condominium,42.0,11.0,638867.0,1070100,94131.0,1.0,0.0,0
6282,881 Corbett Ave # 3,1629500,01/31/2014,2378,3.5,3.0,2545.0,01/31/2014,1629500.0,37.75274,-122.44351499999999,Twin Peaks,6.0,Condominium,66.0,8.0,2053493.0,1159200,94131.0,3.0,0.5,0
6283,501 Crescent Way APT 5210,450000,01/31/2014,72305,2.0,2.0,872.0,01/31/2014,450000.0,37.711929,-122.388603,Bayview,4.0,Condominium,8.0,14.0,525001.0,719000,94134.0,2.0,0.0,0
6284,300 Berry St UNIT 706,700000,01/31/2014,41861,1.0,1.0,693.0,01/31/2014,700000.0,37.773928999999995,-122.39623999999999,South of Market,3.0,Condominium,5.0,14.0,829936.0,957300,94158.0,1.0,0.0,0
6287,74 New Montgomery St UNIT 702,1410000,01/30/2014,17865,2.0,2.0,1069.0,01/30/2014,1410000.0,37.787456,-122.401306,Yerba Buena,4.0,Condominium,100.0,5.0,1276399.0,993200,94105.0,2.0,0.0,0
6288,239 Brannan St UNIT 8G,975000,01/30/2014,82966,2.0,2.0,1516.0,11/27/2013,1555000.0,37.782575,-122.39036399999999,South Beach,5.0,Condominium,11.0,14.0,2263825.0,1269100,94107.0,2.0,0.0,0
6289,260 King St UNIT 1503,1250000,01/30/2014,213232,2.0,2.0,1286.0,01/30/2014,1250000.0,37.777640999999996,-122.393417,South of Market,4.0,Condominium,10.0,14.0,1400809.0,957300,94107.0,2.0,0.0,0
6290,41 Vienna St,530000,01/30/2014,2650,1.0,2.0,800.0,01/30/2014,530000.0,37.727790999999996,-122.42452800000001,Excelsior,4.0,SingleFamily,89.0,6.0,648045.0,757400,94112.0,1.0,0.0,0
6291,107 24TH Ave,5500000,01/30/2014,4200,5.0,4.0,4820.0,01/30/2014,5500000.0,37.787277,-122.48442800000001,Lake,10.0,SingleFamily,1.0,15.0,6857451.0,2202400,94121.0,5.0,0.0,0
6292,1861 19th Ave,670000,01/30/2014,3000,2.0,4.0,2012.0,01/30/2014,670000.0,37.753057,-122.476721,Central Sunset,8.0,Condominium,66.0,8.0,1075868.0,1111300,94122.0,2.0,0.0,0
6293,2009 Revere Ave,515000,01/30/2014,1759,1.0,3.0,910.0,01/30/2014,515000.0,37.735617,-122.398293,Silver Terrace,4.0,SingleFamily,72.0,8.0,650382.0,720300,94124.0,1.0,0.0,0
6294,2165 Revere Ave,528000,01/30/2014,4400,1.5,3.0,1125.0,01/08/2016,1040000.0,37.737460999999996,-122.400912,Silver Terrace,5.0,SingleFamily,91.0,6.0,735144.0,720300,94124.0,1.0,0.5,0
6301,68 Mccoppin St APT 3,350000,01/29/2014,5053,1.0,1.0,696.0,01/29/2014,350000.0,37.771858,-122.42186699999999,South of Market,3.0,Condominium,18.0,13.0,665976.0,957300,94103.0,1.0,0.0,0
6302,421 Nevada St,479000,01/29/2014,1750,2.0,3.0,1200.0,04/30/2014,1050000.0,37.736636,-122.41145700000001,Bernal Heights,5.0,SingleFamily,74.0,8.0,1568289.0,1214400,94110.0,2.0,0.0,0
6303,162 College Ave,650000,01/29/2014,2064,1.0,2.0,1205.0,01/29/2014,650000.0,37.735155999999996,-122.425703,Bernal Heights,5.0,SingleFamily,107.0,4.0,854956.0,1214400,94112.0,1.0,0.0,0
6304,720 Elizabeth St,1820000,01/29/2014,2147,1.0,2.0,1762.0,01/29/2014,1820000.0,37.752133,-122.436931,Noe Valley,5.0,SingleFamily,103.0,5.0,2027797.0,1751900,94114.0,1.0,0.0,0
6305,436 Masonic Ave # 444,460000,01/29/2014,2656,4.0,1.0,2860.0,01/29/2014,460000.0,37.777183,-122.446382,North Panhandle,13.0,Duplex,114.0,4.0,2041240.0,1211900,94118.0,4.0,0.0,0
6306,131 Congo St,870000,01/29/2014,2500,2.0,3.0,1190.0,01/29/2014,870000.0,37.730383,-122.44228899999999,Sunnyside,6.0,SingleFamily,88.0,6.0,1077230.0,1030800,94131.0,2.0,0.0,0
6308,670 Edinburgh St,651000,01/28/2014,2495,2.0,3.0,1550.0,01/28/2014,651000.0,37.718697999999996,-122.434266,Excelsior,8.0,SingleFamily,87.0,6.0,803664.0,757400,94112.0,2.0,0.0,0
6309,374 Ewing Ter,1296000,01/28/2014,1907,1.0,2.0,1250.0,01/28/2014,1296000.0,37.779742,-122.44785300000001,Lone Mountain,5.0,SingleFamily,75.0,7.0,1281849.0,1419600,94118.0,1.0,0.0,0
6310,4341 Kirkham St,766000,01/28/2014,1652,4.0,3.0,1362.0,01/28/2014,766000.0,37.758316,-122.507593,Outer Sunset,6.0,SingleFamily,58.0,9.0,1148155.0,1030300,94122.0,4.0,0.0,0
6311,1530 44th Ave,930000,01/28/2014,3000,1.0,2.0,1640.0,01/28/2014,930000.0,37.758046,-122.503281,Outer Sunset,10.0,SingleFamily,78.0,7.0,1116517.0,1030300,94122.0,1.0,0.0,0
6312,1958 Vallejo St APT 11,6000000,01/28/2014,6875,4.5,4.0,3358.0,01/28/2014,6000000.0,37.796221,-122.429523,Pacific Heights,7.0,Condominium,88.0,6.0,7227830.0,1884400,94123.0,4.0,0.5,0
6313,1922 Palou Ave,685000,01/28/2014,2500,5.0,3.0,1540.0,01/28/2014,685000.0,37.737627,-122.396809,Silver Terrace,6.0,SingleFamily,83.0,7.0,843586.0,720300,94124.0,5.0,0.0,0
6314,17 Tioga Ave,602000,01/28/2014,2495,1.0,2.0,1025.0,01/28/2014,602000.0,37.715568,-122.40333500000001,Visitacion Valley,4.0,SingleFamily,58.0,9.0,650025.0,690400,94134.0,1.0,0.0,0
6315,601 Van Ness Ave APT 450,505000,01/27/2014,105806,1.0,1.0,673.0,12/08/2014,521500.0,37.781386,-122.421406,Van Ness - Civic Center,3.0,Condominium,32.0,12.0,592001.0,839200,94102.0,1.0,0.0,0
6316,17 Curtis St,440000,01/27/2014,1563,1.0,1.0,791.0,08/21/2014,615000.0,37.71459,-122.439925,Crocker Amazon,7.0,SingleFamily,104.0,5.0,621182.0,817600,94112.0,1.0,0.0,0
6317,139 Madrid St,575000,01/27/2014,2495,2.0,2.0,1689.0,01/27/2014,575000.0,37.727087,-122.42833200000001,Excelsior,6.0,SingleFamily,75.0,7.0,937986.0,757400,94112.0,2.0,0.0,0
6318,1500 Francisco St APT 7,855000,01/27/2014,4771,1.0,1.0,968.0,01/27/2014,855000.0,37.802710999999995,-122.430168,Marina,6.0,Condominium,90.0,6.0,975795.0,2157700,94123.0,1.0,0.0,0
6319,3336 San Bruno Ave APT 101,315500,01/27/2014,7049,1.0,1.0,712.0,01/27/2014,315500.0,37.719493,-122.4008,Visitacion Valley,3.0,Condominium,34.0,12.0,548181.0,690400,94134.0,1.0,0.0,0
6323,616 20th St UNIT 420,755000,01/24/2014,0,1.0,1.0,770.0,01/24/2014,755000.0,37.760581,-122.387846,Central Waterfront - Dogpatch,4.0,Condominium,1.0,15.0,847881.0,1124600,94107.0,1.0,0.0,0
6324,250 King St UNIT 652,1225000,01/24/2014,213232,2.0,3.0,1653.0,01/24/2014,1225000.0,37.777645,-122.39343000000001,South of Market,5.0,Condominium,10.0,14.0,1671936.0,957300,94107.0,2.0,0.0,0
6329,1154 Chestnut St,4400000,01/24/2014,1855,5.0,5.0,3854.0,01/24/2014,4400000.0,37.80271,-122.422409,Russian Hill,8.0,SingleFamily,97.0,5.0,5563210.0,1608800,94109.0,5.0,0.0,0
6330,3380 22nd St,1060000,01/24/2014,0,1.0,3.0,1375.0,01/24/2014,1060000.0,37.755247,-122.422684,Mission,7.0,Condominium,114.0,4.0,1372782.0,1167700,94110.0,1.0,0.0,0
6331,2594 39th Ave,650000,01/24/2014,1438,2.0,3.0,1206.0,09/24/2014,925000.0,37.73853,-122.496647,Outer Parkside,5.0,SingleFamily,71.0,8.0,1045836.0,982900,94116.0,2.0,0.0,0
6332,2446 17th Ave,908000,01/24/2014,2996,2.0,3.0,1175.0,01/24/2014,908000.0,37.742259999999995,-122.47316200000002,Inner Parkside,5.0,SingleFamily,87.0,6.0,1348846.0,1304500,94116.0,2.0,0.0,0
6333,408 Waller St,925000,01/24/2014,1800,1.0,2.0,1000.0,01/24/2014,925000.0,37.771330999999996,-122.43056599999998,Hayes Valley,5.0,Condominium,114.0,4.0,1080487.0,1202900,94117.0,1.0,0.0,0
6334,340 Cornwall St,1300000,01/24/2014,0,2.0,2.0,1359.0,01/24/2014,1300000.0,37.784940999999996,-122.462896,Inner Richmond,6.0,Condominium,1.0,15.0,1411884.0,1679000,94118.0,2.0,0.0,0
6335,320 Cornwall St,1429000,01/24/2014,0,2.0,3.0,1373.0,01/24/2014,1429000.0,37.784945,-122.46275,Inner Richmond,6.0,Condominium,1.0,15.0,1468271.0,1679000,94118.0,2.0,0.0,0
6336,730 Funston Ave,3230000,01/24/2014,6237,4.0,5.0,5335.0,01/24/2014,3230000.0,37.774396,-122.470996,Inner Richmond,16.0,SingleFamily,91.0,6.0,4134727.0,1679000,94118.0,4.0,0.0,0
6337,858 37th Ave,1250000,01/24/2014,3000,3.5,6.0,3059.0,01/24/2014,1250000.0,37.772764,-122.496779,Outer Richmond,12.0,SingleFamily,89.0,6.0,1703573.0,1187700,94121.0,3.0,0.5,0
6338,1490 7th Ave,1220000,01/24/2014,2374,1.0,3.0,1950.0,01/24/2014,1220000.0,37.76063,-122.463642,Inner Sunset,8.0,SingleFamily,98.0,5.0,1823198.0,1348400,94122.0,1.0,0.0,0
6339,1062 Ingerson Ave,555000,01/24/2014,2495,2.0,4.0,1806.0,01/24/2014,555000.0,37.719968,-122.393996,Bayview,8.0,SingleFamily,79.0,7.0,724772.0,719000,94124.0,2.0,0.0,0
6340,698 Joost Ave,705000,01/24/2014,2500,1.0,2.0,862.0,01/24/2014,705000.0,37.732482,-122.45096399999998,Sunnyside,4.0,SingleFamily,92.0,6.0,923568.0,1030800,94127.0,1.0,0.0,0
6341,169 Glenview Dr,708000,01/24/2014,7875,1.0,2.0,833.0,01/24/2014,708000.0,37.749103999999996,-122.447492,Midtown Terrace,5.0,SingleFamily,63.0,9.0,1083163.0,1108400,94131.0,1.0,0.0,0
6342,8200 Oceanview Ter APT 319,400000,01/24/2014,325629,1.0,1.0,745.0,01/24/2014,400000.0,37.71048,-122.46764499999999,Ingleside Heights,3.0,Condominium,12.0,14.0,534475.0,688100,94132.0,1.0,0.0,0
6343,300 Berry St UNIT 416,685000,01/24/2014,41861,1.0,1.0,670.0,01/24/2014,685000.0,37.773928999999995,-122.39623999999999,South of Market,3.0,MultiFamily2To4,5.0,14.0,829843.0,957300,94158.0,1.0,0.0,0
6348,1352 Stevenson St,784000,01/23/2014,2475,1.0,2.0,925.0,01/23/2014,784000.0,37.77074,-122.42186699999999,South of Market,5.0,Condominium,107.0,4.0,947525.0,957300,94103.0,1.0,0.0,0
6355,3047 Fillmore St # B,735000,01/23/2014,2500,1.0,1.0,1164.0,01/23/2014,735000.0,37.797695000000004,-122.435905,Cow Hollow,4.0,Condominium,107.0,4.0,1280150.0,2134300,94123.0,1.0,0.0,0
6356,3550 Market St # 501,820000,01/23/2014,11968,2.0,2.0,1099.0,01/23/2014,820000.0,37.75629,-122.44189399999999,Twin Peaks,4.0,Condominium,35.0,11.0,973585.0,1159200,94131.0,2.0,0.0,0
6359,631 Folsom St APT 18E,990000,01/22/2014,38089,2.0,2.0,931.0,01/22/2014,990000.0,37.784713,-122.396873,Yerba Buena,5.0,Condominium,4.0,15.0,1236162.0,993200,94107.0,2.0,0.0,0
6364,3754 Cesar Chavez,1065000,01/22/2014,1581,1.0,2.0,936.0,01/22/2014,1065000.0,37.748082000000004,-122.42358200000001,Mission,4.0,SingleFamily,114.0,4.0,1146539.0,1167700,94110.0,1.0,0.0,0
6365,76 Museum Way,718000,01/22/2014,0,2.0,2.0,960.0,01/22/2014,718000.0,37.764585,-122.440345,Corona Heights,5.0,Condominium,53.0,10.0,1091273.0,1449300,94114.0,2.0,0.0,0
6366,231 Cole St,925000,01/22/2014,2581,1.5,2.0,1181.0,01/22/2014,925000.0,37.772816,-122.45117900000001,North Panhandle,5.0,Condominium,112.0,4.0,1118457.0,1211900,94117.0,1.0,0.5,0
6367,1622-1626 Great Hwy,1265000,01/22/2014,3000,3.0,6.0,3691.0,01/22/2014,1265000.0,37.756040000000006,-122.50851000000002,Outer Sunset,12.0,Duplex,106.0,4.0,1854131.0,1030300,94122.0,3.0,0.0,0
6368,616 20th St UNIT 430,760000,01/21/2014,0,1.0,2.0,760.0,01/21/2014,760000.0,37.760768,-122.387977,Central Waterfront - Dogpatch,4.0,Condominium,1.0,15.0,841662.0,1124600,94107.0,1.0,0.0,0
6369,1701 Jackson St APT 601,950000,01/21/2014,38432,2.0,2.0,1058.0,01/21/2014,950000.0,37.793709,-122.423446,Pacific Heights,5.0,Condominium,13.0,14.0,1259656.0,1884400,94109.0,2.0,0.0,0
6370,2060 Sutter St APT 401,1051500,01/21/2014,35698,2.0,2.0,1174.0,01/21/2014,1051500.0,37.786233,-122.43436399999999,Lower Pacific Heights,5.0,Condominium,30.0,12.0,1380918.0,1146900,94115.0,2.0,0.0,0
6371,2419 34th Ave,925000,01/21/2014,2996,2.0,3.0,1560.0,01/21/2014,925000.0,37.74191,-122.492066,Parkside,8.0,SingleFamily,89.0,6.0,960776.0,1094000,94116.0,2.0,0.0,0
6372,664 Sweeny St,650000,01/21/2014,2687,1.0,2.0,850.0,01/21/2014,650000.0,37.730453999999995,-122.41646399999999,Portola,4.0,SingleFamily,72.0,8.0,814833.0,891600,94134.0,1.0,0.0,0
6377,489 Harrison St UNIT 507,1400000,01/17/2014,56024,3.0,2.0,1508.0,01/17/2014,1400000.0,37.786064,-122.392173,South Beach,4.0,Condominium,6.0,14.0,2669985.0,1269100,94105.0,3.0,0.0,0
6379,1080 Sutter St APT 704,1002000,01/17/2014,0,2.0,3.0,1226.0,10/02/2015,1285000.0,37.788066,-122.41806499999998,Downtown,4.0,Condominium,1.0,15.0,1358176.0,795400,94109.0,2.0,0.0,0
6380,287 Thrift St,650000,01/17/2014,3123,2.0,2.0,1150.0,01/17/2014,650000.0,37.717185,-122.46204099999999,Oceanview,6.0,SingleFamily,65.0,8.0,870734.0,752700,94112.0,2.0,0.0,0
6381,94 Eastwood Dr,1085000,01/17/2014,3388,2.0,2.0,1340.0,01/17/2014,1085000.0,37.727467,-122.45713500000001,Westwood Park,7.0,SingleFamily,91.0,6.0,1252002.0,1191600,94112.0,2.0,0.0,0
6382,1804D Ellis St # 71,490000,01/17/2014,75086,1.0,2.0,816.0,01/17/2014,490000.0,37.78228,-122.43682,Western Addition,4.0,Condominium,28.0,12.0,736258.0,971300,94115.0,1.0,0.0,0
6383,2140 Bush St APT 5,1622500,01/17/2014,9563,1.0,1.0,1969.0,01/17/2014,1622500.0,37.787419,-122.432478,Lower Pacific Heights,2.0,Condominium,94.0,6.0,1642726.0,1146900,94115.0,1.0,0.0,0
6384,2488 45th Ave,599000,01/17/2014,1089,1.0,2.0,877.0,01/17/2014,599000.0,37.740231,-122.50326000000001,Outer Parkside,4.0,SingleFamily,68.0,8.0,699593.0,982900,94116.0,1.0,0.0,0
6385,767 Oak St,1750000,01/17/2014,3781,4.5,4.0,2588.0,01/17/2014,1750000.0,37.773552,-122.431853,Hayes Valley,9.0,SingleFamily,114.0,4.0,3623798.0,1202900,94117.0,4.0,0.5,0
6386,656 5th Ave,1200000,01/17/2014,3000,2.0,3.0,2826.0,01/17/2014,1200000.0,37.776262,-122.462535,Inner Richmond,7.0,MultiFamily2To4,107.0,4.0,1250377.0,1679000,94118.0,2.0,0.0,0
6387,142 Ewing Ter,1725000,01/17/2014,4682,2.0,2.0,2040.0,01/17/2014,1725000.0,37.780747999999996,-122.44821499999999,Lone Mountain,7.0,SingleFamily,73.0,8.0,1949512.0,1419600,94118.0,2.0,0.0,0
6388,4032 Irving St,700000,01/17/2014,2495,2.0,2.0,1577.0,01/17/2014,700000.0,37.762741,-122.50133899999999,Outer Sunset,6.0,SingleFamily,106.0,4.0,1053921.0,1030300,94122.0,2.0,0.0,0
6389,1250 31st Ave,1190000,01/17/2014,3600,3.0,6.0,2491.0,01/17/2014,1190000.0,37.763901000000004,-122.489717,Central Sunset,6.0,SingleFamily,91.0,6.0,1470507.0,1111300,94122.0,3.0,0.0,0
6390,1966 Greenwich St,1050000,01/17/2014,3437,4.0,5.0,3484.0,01/17/2014,1050000.0,37.799718,-122.43211299999999,Cow Hollow,4.0,SingleFamily,114.0,4.0,4419861.0,2134300,94123.0,4.0,0.0,0
6391,1968 Greenwich St,2650000,01/17/2014,3437,2.5,3.0,3235.0,01/17/2014,2650000.0,37.799718,-122.43211299999999,Cow Hollow,7.0,SingleFamily,64.0,9.0,3111049.0,2134300,94123.0,2.0,0.5,0
6392,986 Ingerson Ave,632000,01/17/2014,2495,2.0,4.0,2850.0,01/17/2014,632000.0,37.71915,-122.392555,Bayview,9.0,SingleFamily,86.0,6.0,730726.0,719000,94124.0,2.0,0.0,0
6393,1500 Newcomb Ave,769000,01/17/2014,2500,1.0,3.0,2440.0,01/17/2014,769000.0,37.734439,-122.38785,Bayview,10.0,SingleFamily,96.0,5.0,938256.0,719000,94124.0,1.0,0.0,0
6394,2220 Castro St,3550000,01/17/2014,2622,4.5,4.0,3972.0,01/17/2014,3550000.0,37.74368,-122.433676,Noe Valley,9.0,SingleFamily,102.0,5.0,3522767.0,1751900,94131.0,4.0,0.5,0
6396,616 20th St UNIT 320,695000,01/16/2014,0,1.0,1.0,770.0,01/16/2014,695000.0,37.760581,-122.387846,Central Waterfront - Dogpatch,4.0,Condominium,1.0,15.0,847595.0,1124600,94107.0,1.0,0.0,0
6397,721 York St,1510000,01/16/2014,2495,3.0,5.0,1937.0,01/16/2014,1510000.0,37.759709,-122.408639,Mission,10.0,MultiFamily2To4,114.0,4.0,1733103.0,1167700,94110.0,3.0,0.0,0
6398,1015 Capitol Ave,470000,01/16/2014,2495,3.0,4.0,1450.0,01/08/2015,868000.0,37.720346,-122.459493,Ingleside,6.0,SingleFamily,93.0,6.0,824464.0,799700,94112.0,3.0,0.0,0
6399,241 Farallones St,710000,01/16/2014,3123,1.0,3.0,1893.0,01/16/2014,710000.0,37.713788,-122.46058400000001,Oceanview,8.0,SingleFamily,87.0,6.0,1023247.0,752700,94112.0,1.0,0.0,0
6400,320 Hearst Ave,928000,01/16/2014,4400,3.0,4.0,1700.0,01/16/2014,928000.0,37.731044,-122.44488,Sunnyside,7.0,SingleFamily,102.0,5.0,1242085.0,1030800,94112.0,3.0,0.0,0
6401,475 22nd Ave,926000,01/16/2014,2996,3.5,4.0,2413.0,08/07/2015,2130000.0,37.778785,-122.481742,Central Richmond,6.0,SingleFamily,102.0,5.0,1830821.0,1480400,94121.0,3.0,0.5,0
6402,670 19th Ave,1010000,01/16/2014,3000,1.5,3.0,1775.0,02/26/2016,1600000.0,37.7753,-122.47761000000001,Central Richmond,6.0,SingleFamily,103.0,5.0,1458628.0,1480400,94121.0,1.0,0.5,0
6403,90 Bayview St,679000,01/16/2014,2522,2.0,2.0,1700.0,01/16/2014,679000.0,37.732981,-122.394222,Bayview,7.0,SingleFamily,83.0,7.0,911287.0,719000,94124.0,2.0,0.0,0
6404,49 Restani Way,701000,01/15/2014,2400,2.0,3.0,1540.0,01/15/2014,701000.0,37.717786,-122.443703,Outer Mission,6.0,Townhouse,60.0,9.0,848413.0,804400,94112.0,2.0,0.0,0
6405,4591 18th St,1660000,01/15/2014,2495,3.0,2.0,1310.0,01/15/2014,1660000.0,37.760276,-122.44135700000001,Eureka Valley - Dolores Heights - Castro,6.0,SingleFamily,90.0,6.0,1679141.0,1718500,94114.0,3.0,0.0,0
6406,4038 23rd St,2300000,01/15/2014,2848,1.5,3.0,1850.0,01/15/2014,2300000.0,37.753215000000004,-122.43293999999999,Noe Valley,6.0,SingleFamily,106.0,4.0,2399772.0,1751900,94114.0,1.0,0.5,0
6407,2751 42nd Ave,505000,01/15/2014,2500,2.0,4.0,1500.0,01/15/2014,505000.0,37.735459000000006,-122.500171,Outer Parkside,4.0,SingleFamily,66.0,8.0,1020406.0,982900,94116.0,2.0,0.0,0
6408,2596-2598 24TH Ave,1255000,01/15/2014,1724,2.0,3.0,2400.0,01/15/2014,1255000.0,37.739249,-122.480579,Parkside,10.0,MultiFamily2To4,58.0,9.0,1129395.0,1094000,94116.0,2.0,0.0,0
6409,3222 Cabrillo St,1304000,01/15/2014,2500,5.0,4.0,2187.0,05/06/2014,1605000.0,37.774271,-122.49336399999999,Outer Richmond,8.0,SingleFamily,82.0,7.0,1633260.0,1187700,94121.0,5.0,0.0,0
6410,1892 Green St,1735000,01/15/2014,2500,2.0,4.0,1799.0,01/15/2014,1735000.0,37.797042,-122.430171,Cow Hollow,6.0,Condominium,109.0,4.0,3134150.0,2134300,94123.0,2.0,0.0,0
6411,2328 Francisco St,1930000,01/15/2014,3436,2.0,2.0,1743.0,01/15/2014,1930000.0,37.801111999999996,-122.44368300000001,Marina,6.0,Condominium,89.0,6.0,1946848.0,2157700,94123.0,2.0,0.0,0
6412,383 Lombard St APT 305,1028000,01/15/2014,8775,2.0,2.0,975.0,01/15/2014,1028000.0,37.803272,-122.407826,Telegraph Hill,4.0,Condominium,37.0,11.0,1133153.0,1215500,94133.0,2.0,0.0,0
6418,179 Vienna St,650000,01/15/2014,2500,2.0,2.0,750.0,01/15/2014,650000.0,37.725359000000005,-122.426374,Excelsior,4.0,SingleFamily,66.0,8.0,655274.0,757400,94112.0,2.0,0.0,0
6419,1750 39th Ave,595000,01/15/2014,3000,1.0,2.0,1000.0,01/15/2014,595000.0,37.754211,-122.49763700000001,Outer Sunset,4.0,SingleFamily,73.0,8.0,869715.0,1030300,94122.0,1.0,0.0,0
6420,1612 Church St,3225000,01/15/2014,2530,3.5,3.0,1048.0,01/15/2014,3225000.0,37.744844,-122.42709599999999,Noe Valley,8.0,SingleFamily,106.0,4.0,1826298.0,1751900,94131.0,3.0,0.5,0
6421,200 Brannan St APT 314,681000,01/14/2014,72899,1.0,1.0,732.0,01/14/2014,681000.0,37.783594,-122.390725,South Beach,3.0,MultiFamily2To4,10.0,14.0,930131.0,1269100,94107.0,1.0,0.0,0
6422,1 Daniel Burnham Ct APT 509,610000,01/14/2014,46157,1.0,1.0,829.0,01/14/2014,610000.0,37.786755,-122.4225,Van Ness - Civic Center,3.0,Condominium,26.0,12.0,806668.0,839200,94109.0,1.0,0.0,0
6423,210 Flournoy St,600000,01/14/2014,2500,1.0,1.0,750.0,01/14/2014,600000.0,37.708956,-122.461924,Outer Mission,4.0,SingleFamily,98.0,5.0,601207.0,804400,94112.0,1.0,0.0,0
6424,1131 Church St,961000,01/14/2014,1875,1.0,2.0,1072.0,01/14/2014,961000.0,37.752734999999994,-122.42725300000001,Eureka Valley - Dolores Heights - Castro,5.0,Condominium,108.0,4.0,1169446.0,1718500,94114.0,1.0,0.0,0
6425,506 Molimo Dr,1100000,01/14/2014,2639,2.0,3.0,1471.0,01/14/2014,1100000.0,37.739653000000004,-122.45108799999998,Miraloma Park,6.0,SingleFamily,58.0,9.0,1216720.0,1227600,94127.0,2.0,0.0,0
6426,175 Red Rock Way APT 305K,399000,01/14/2014,7021,1.0,0.0,650.0,09/08/2015,520000.0,37.745822,-122.441873,Diamond Heights,2.0,Condominium,43.0,11.0,542039.0,1070100,94131.0,1.0,0.0,1
6427,30 W View Ave,620000,01/14/2014,2495,1.0,2.0,850.0,01/14/2014,620000.0,37.730903000000005,-122.418557,Portola,4.0,SingleFamily,71.0,8.0,713385.0,891600,94134.0,1.0,0.0,0
6430,2514 23rd Ave,781500,01/14/2014,3598,1.0,2.0,1135.0,01/14/2014,781500.0,37.740611,-122.47948999999998,Parkside,5.0,SingleFamily,100.0,5.0,981634.0,1094000,94116.0,1.0,0.0,0
6431,724 Masonic Ave,875000,01/14/2014,0,1.0,2.0,1236.0,11/13/2015,1280000.0,37.774445,-122.44586899999999,North Panhandle,5.0,Condominium,103.0,5.0,1216069.0,1211900,94117.0,1.0,0.0,0
6432,1530 Van Dyke Ave,439000,01/14/2014,2495,2.0,4.0,1800.0,01/14/2014,439000.0,37.728652000000004,-122.390983,Bayview,7.0,SingleFamily,74.0,8.0,679286.0,719000,94124.0,2.0,0.0,0
6433,1034 Hollister Ave,730000,01/14/2014,2495,3.0,4.0,1920.0,01/14/2014,730000.0,37.719259,-122.39108,Bayview,9.0,SingleFamily,91.0,6.0,849861.0,719000,94124.0,3.0,0.0,0
6434,2420 Taraval St,762000,01/13/2014,2500,1.0,2.0,1560.0,01/13/2014,762000.0,37.74257,-122.492232,Parkside,6.0,SingleFamily,92.0,6.0,988016.0,1094000,94116.0,1.0,0.0,0
6435,1939 45th Ave,1420000,01/13/2014,3000,5.0,5.0,5070.0,01/13/2014,1420000.0,37.750372,-122.50448,Outer Parkside,10.0,SingleFamily,68.0,8.0,2316953.0,982900,94116.0,5.0,0.0,0
6436,817 Ashbury St,1375000,01/13/2014,2656,2.5,3.0,2100.0,01/13/2014,1375000.0,37.766845,-122.44661,Parnassus - Ashbury,7.0,Condominium,108.0,4.0,1693800.0,2111800,94117.0,2.0,0.5,0
6438,555 4th St UNIT 312,569000,01/10/2014,63237,1.0,1.0,694.0,01/10/2014,569000.0,37.779422,-122.39671200000001,South of Market,4.0,MultiFamily2To4,8.0,14.0,813101.0,957300,94107.0,1.0,0.0,0
6439,1259 Union St,1350000,01/10/2014,1364,2.0,2.0,1413.0,01/10/2014,1350000.0,37.798905,-122.41991000000002,Russian Hill,7.0,Condominium,99.0,5.0,2087380.0,1608800,94109.0,2.0,0.0,0
6440,1343-1345 Guerrero St,475000,01/10/2014,3162,2.0,3.0,2466.0,01/10/2014,475000.0,37.749684,-122.422297,Mission,9.0,Condominium,129.0,2.0,1716189.0,1167700,94110.0,2.0,0.0,0
